SNPName	SNPChr	SNPChrPos	ProbeName	ProbeChr	ProbeCenterChrPos	OverallZScore
cg14968494	12	57410185	ENSG00000175215	12	58227116	3.7164225
cg09022607	10	114712647	ENSG00000148737	10	114818723	3.7164394
cg25352397	8	24800883	ENSG00000104725	8	24811546	3.716476
cg18935453	11	68167030	ENSG00000172927	11	69122049	3.7165037
cg10339295	14	101942155	ENSG00000196663	14	102899059	3.7165304
cg08863693	5	180683496	ENSG00000165810	5	180477874	3.716531
cg17591348	6	31923164	ENSG00000204469	6	31597022	-3.7160091
cg21263664	1	146549909	ENSG00000131781	1	146680815	-3.7160123
cg06323483	3	134936379	ENSG00000154928	3	134647976	-3.7161854
cg02054252	12	50078554	ENSG00000139644	12	50130112	-3.715865
cg13556452	1	2391193	ENSG00000149527	1	2397194	3.7160201
cg25941154	7	28208509	ENSG00000153814	7	28045277	3.716063
cg00709775	3	10369629	ENSG00000163703	3	9981301	3.7161105
cg24045861	19	37827884	ENSG00000181666	19	37832003	3.7161479
cg09596674	3	46607302	ENSG00000172215	3	45986135	3.715852
cg04755771	5	150326521	ENSG00000145908	5	150279249	-3.7154362
cg18550212	11	63435428	ENSG00000149781	11	63982752	-3.7154609
cg04407417	12	52228603	ENSG00000110911	12	51397766	-3.7155811
cg24709951	17	73032961	ENSG00000178789	17	72522463	-3.7155823
cg13754665	9	136654583	ENSG00000148288	9	136033836	3.7157595
cg04215564	6	109081803	ENSG00000112367	6	110079565	-3.715235
cg16976870	8	144631476	ENSG00000178719	8	145065904	-3.7152653
cg06250904	12	107351181	ENSG00000136026	12	106664856	-3.7152697
cg14375531	9	89763384	ENSG00000083223	9	88936008	3.7148914
cg22325764	8	1959394	ENSG00000104728	8	1839474	3.7149345
cg12150039	19	35490532	ENSG00000105677	19	36037462	3.7149554
cg18812980	19	36478250	ENSG00000012124	19	35824211	3.7149973
cg14010550	19	1009594	ENSG00000182087	19	1013642	-3.7145385
cg09370806	12	105994911	ENSG00000074590	12	106495464	3.7147583
cg05190790	11	15672856	ENSG00000254789	11	15618753	3.714785
cg03254534	18	56343057	ENSG00000172175	18	56377994	-3.7142951
cg27017562	19	35782899	ENSG00000221946	19	35639679	-3.7143663
cg15841944	2	97505739	ENSG00000115073	2	98276500	-3.7143735
cg13724182	2	9760977	ENSG00000151694	2	9662268	3.7145079
cg06920946	10	415489	ENSG00000151240	10	527906	-3.7141074
cg13063704	3	48885665	ENSG00000178057	3	49059410	-3.7141182
cg14145338	9	139649039	ENSG00000169583	9	139890171	-3.7139978
cg16536560	8	68341055	ENSG00000185697	8	67500446	3.7140375
cg10320783	11	115097930	ENSG00000182985	11	115207806	3.7140769
cg14894368	19	50869332	ENSG00000126456	19	50165979	3.7141628
cg10704729	11	60722107	ENSG00000013725	11	60763482	-3.7137006
cg06572563	19	1132918	ENSG00000167468	19	1105361	-3.7134052
cg16894439	1	228634758	ENSG00000181218	1	228645312	-3.713575
cg01245284	12	76426035	ENSG00000180481	12	75805659	3.7137009
cg23679492	17	55828084	ENSG00000153944	17	55547629	-3.7133383
cg02001991	4	71992794	ENSG00000080493	4	72245403	-3.7133459
cg05726764	3	179399531	ENSG00000136521	3	179333956	3.7135577
cg01836913	5	137774537	ENSG00000112983	5	137495065	-3.7130384
cg17345277	6	2641005	ENSG00000124535	6	2776417	-3.7131603
cg05323904	16	691677	ENSG00000127585	16	749164	-3.7128159
cg06263939	11	916170	ENSG00000177685	11	829067	-3.7128457
cg04025127	1	44030580	ENSG00000117408	1	44423152	-3.7128715
cg10969229	6	33385878	ENSG00000231389	6	33040449	-3.7128986
cg14113958	9	117657189	ENSG00000106948	9	117126560	-3.7129428
cg19307939	2	219719023	ENSG00000115596	2	219731749	-3.7129764
cg21316236	17	40125781	ENSG00000184451	17	40833421	3.7131585
cg09877009	10	6605133	ENSG00000237943	10	6625011	3.7131673
cg25634666	11	71846740	ENSG00000149357	11	71805687	-3.7126128
cg06087019	3	27770182	ENSG00000163508	3	27760823	-3.7127881
cg09114528	4	2419403	ENSG00000185818	4	2066027	3.7129284
cg16746589	12	3566133	ENSG00000111224	12	3941410	3.7129759
cg03682581	2	85832341	ENSG00000168899	2	85816033	-3.7125942
cg04104609	2	219523980	ENSG00000127838	2	219173315	3.7126964
cg04993279	1	8940412	ENSG00000142583	1	9121851	3.7127045
cg22598233	19	633609	ENSG00000070404	19	679888	-3.7122629
cg19071507	2	70232521	ENSG00000059728	2	70147448	-3.7122871
cg11906021	17	47467221	ENSG00000136504	17	47886187	-3.7123744
cg08025511	16	67282968	ENSG00000196155	16	67317407	-3.7123851
cg14238376	10	62324205	ENSG00000151150	10	62140703	3.7124184
cg04394390	16	66650755	ENSG00000159713	16	67425575	3.7124912
cg19819203	14	102783360	ENSG00000080824	14	102576555	3.7125253
cg07824483	17	79882042	ENSG00000176108	17	78974357	-3.7120717
cg24504289	6	32061478	ENSG00000204261	6	32813067	3.7122286
cg08810842	8	22548498	ENSG00000168546	8	21608892	3.7122492
cg09114581	6	32077055	ENSG00000168477	6	32046021	3.7122501
cg09105933	10	134514564	ENSG00000130643	10	135144701	-3.7118566
cg22137373	6	31599357	ENSG00000168477	6	32046021	3.7120979
cg27305510	11	62434716	ENSG00000134824	11	61597639	-3.7116219
cg07654588	3	17782163	ENSG00000131374	3	17843104	-3.711628
cg16336586	8	98797945	ENSG00000104341	8	98826263	-3.7116935
cg10021364	19	54368967	ENSG00000170909	19	54601966	-3.7117246
cg06902099	6	35002597	ENSG00000112664	6	34308224	3.711846
cg15527643	1	11795946	ENSG00000177674	1	11805500	3.7118506
cg13410614	9	136341867	ENSG00000160271	9	136006204	3.7118652
cg25296646	22	38349678	ENSG00000100216	22	39079385	-3.7112353
cg02370022	11	68866697	ENSG00000172927	11	69122049	-3.7112793
cg14568203	10	79931530	ENSG00000151208	10	79618463	-3.7112805
cg21695020	16	68014626	ENSG00000039523	16	67566506	-3.711305
cg12656666	4	1161605	ENSG00000178222	4	1078694	-3.7110997
cg05309505	11	612789	ENSG00000185507	11	614276	-3.711151
cg24671153	6	32140751	ENSG00000204389	6	31784504	3.7113408
cg16162970	14	105779904	ENSG00000253364	14	106113113	3.7113905
cg18724928	15	91473043	ENSG00000196547	15	91455631	-3.7108949
cg03510486	12	53264540	ENSG00000139567	12	52308918	-3.7106071
cg13995651	19	55922858	ENSG00000125498	19	55288518	-3.7106838
cg04089788	22	50738890	ENSG00000205593	22	50757940	-3.7107225
cg12603453	6	151694679	ENSG00000131016	6	151620413	-3.7107627
cg02724647	22	17646207	ENSG00000100181	22	17131149	3.7108093
cg26151675	1	24240021	ENSG00000197880	1	23937521	3.7109627
cg26933691	19	36138972	ENSG00000196357	19	36705173	3.7109811
cg07129104	16	2907517	ENSG00000005001	16	2905449	-3.7105607
cg08766770	16	28123011	ENSG00000188322	16	28319505	3.7106076
cg21238818	11	65816594	ENSG00000149823	11	64868064	-3.7102438
cg03146196	20	30007925	ENSG00000149531	20	29622933	3.7104212
cg25245266	22	38349488	ENSG00000230149	22	39132865	3.7102214
cg15663173	17	7132748	ENSG00000170291	17	7158997	3.7102284
cg07202353	15	42210071	ENSG00000103966	15	42227863	-3.7098583
cg10461547	3	13323519	ENSG00000154743	3	12553526	3.7100794
cg14096899	2	240697671	ENSG00000068024	2	240146606	3.709872
cg04036777	12	49942739	ENSG00000050405	12	50623450	3.7098733
cg07915516	16	377296	ENSG00000167930	16	302243	3.7098924
cg00259742	11	1871101	ENSG00000130592	11	1893848	-3.7094028
cg10075360	8	26513191	ENSG00000120885	8	27463491	-3.7095226
cg14119792	6	31021374	ENSG00000204580	6	30856065	-3.7093545
cg18089019	1	145075301	ENSG00000225241	1	144607509	3.7095839
cg09535960	8	23193704	ENSG00000147457	8	23110331	-3.709044
cg22812892	10	94333586	ENSG00000138190	10	94705092	-3.7091683
cg00919591	22	23524136	ENSG00000159496	22	24035843	3.709288
cg17180011	17	78869230	ENSG00000171246	17	78446295	-3.7088008
cg07973967	17	62009607	ENSG00000178607	17	62163928	-3.7088684
cg10969178	6	31838402	ENSG00000204304	6	32154964	-3.7088837
cg13248299	12	108688060	ENSG00000174600	12	108707469	-3.7089052
cg01511901	13	31004719	ENSG00000189403	13	31112309	3.7090892
cg15971826	14	70536263	ENSG00000133985	14	71125290	3.7090939
cg09193791	11	117740674	ENSG00000255422	11	118598144	3.7091262
cg26808293	16	3072159	ENSG00000065054	16	2082192	-3.7086344
cg13597544	17	79365635	ENSG00000184009	17	79483935	-3.7087822
cg03568305	17	38183511	ENSG00000108298	17	37358758	3.7088073
cg11945824	6	32116915	ENSG00000231389	6	33040449	3.7088984
cg24824287	3	44726843	ENSG00000186448	3	44658171	3.7089032
cg25278353	10	91717767	ENSG00000107798	10	91073820	-3.708517
cg12814335	17	1466713	ENSG00000132386	17	1673060	-3.7085912
cg03254928	11	118214762	ENSG00000160588	11	118110237	3.7086834
cg23882164	2	9919440	ENSG00000134308	2	9747622	3.7086881
cg21077030	6	31801070	ENSG00000204482	6	31555293	3.7087683
cg15673491	6	30885481	ENSG00000204438	6	31631533	3.70879
cg19045002	17	79380537	ENSG00000182446	17	79569704	-3.7083688
cg10505257	16	4731639	ENSG00000102858	16	4703734	3.7085262
cg12230795	19	57874966	ENSG00000131845	19	57866970	3.7085312
cg20347101	7	66147509	ENSG00000179406	7	65853678	3.7085482
cg12483927	1	211667682	ENSG00000123684	1	211960456	-3.7080952
cg13630871	9	131583044	ENSG00000233901	9	132108198	-3.7077721
cg26208267	12	56857246	ENSG00000182199	12	57625914	-3.7077837
cg02385710	11	64884962	ENSG00000149809	11	64881586	3.7078469
cg02470595	12	54426736	ENSG00000198353	12	54430264	3.7078822
cg00471664	19	42462898	ENSG00000177191	19	41932949	3.7078823
cg12018403	19	55677366	ENSG00000131037	19	55591339	-3.7074453
cg09036154	11	126152911	ENSG00000110080	11	126267887	-3.7074549
cg03617420	8	10916618	ENSG00000253649	8	10372741	-3.7075038
cg12208000	6	33092006	ENSG00000204261	6	32813067	-3.7075583
cg00006459	4	148635716	ENSG00000071205	4	148823572	3.7076509
cg08913523	8	126649807	ENSG00000164961	8	126070292	3.7077026
cg02116942	2	69519095	ENSG00000179818	2	70252686	3.7077489
cg04934382	17	77766335	ENSG00000141570	17	77770706	-3.7072232
cg26917215	17	73780911	ENSG00000167880	17	74012058	-3.707248
cg14602335	6	30882031	ENSG00000204396	6	31739237	3.7074549
cg23348155	6	31696271	ENSG00000204396	6	31739237	3.7074873
cg00446046	3	187686918	ENSG00000136514	3	187087992	3.7075788
cg05299836	16	31119019	ENSG00000099365	16	31011263	-3.7069293
cg03156547	14	23524955	ENSG00000166091	14	23847499	3.7070237
cg11589966	7	94285637	ENSG00000242265	7	94292322	3.7070542
cg14574996	19	8580286	ENSG00000142347	19	8614067	3.7071414
cg19045700	4	69829361	ENSG00000250696	4	70065151	-3.7066802
cg08008144	8	1983079	ENSG00000176595	8	1938573	-3.7066881
cg23326607	11	330897	ENSG00000255328	11	328646	3.7069724
cg18176312	17	43111584	ENSG00000263503	17	43678970	3.7069798
cg13956452	9	140333362	ENSG00000165802	9	140347904	-3.70656
cg22006208	17	27309169	ENSG00000109111	17	27009403	3.7067207
cg12727605	6	33292029	ENSG00000204209	6	33291690	3.7064301
cg07064364	22	38009253	ENSG00000189060	22	38202278	-3.7058266
cg27559562	16	3550730	ENSG00000162073	16	3021368	3.7061297
cg24462247	4	1770789	ENSG00000090316	4	1308787	-3.7055025
cg16015474	6	33264165	ENSG00000237541	6	32712055	-3.7055337
cg05022385	5	34679361	ENSG00000113494	5	35139827	-3.705598
cg16094954	19	45251132	ENSG00000125744	19	45994433	3.705608
cg18865112	1	849540	ENSG00000188290	1	934947	-3.7052091
cg08295410	5	156990615	ENSG00000113282	5	157249467	-3.705359
cg05951084	12	54343681	ENSG00000111057	12	53344670	3.7054406
cg12394201	11	43942370	ENSG00000085117	11	44613945	3.7054589
cg27297192	10	134578999	ENSG00000171798	10	135006933	3.7055528
cg20389981	7	128432232	ENSG00000128596	7	128446498	3.7052253
cg04048339	6	31496596	ENSG00000234745	6	31323307	3.7052837
cg06000951	6	39902288	ENSG00000220586	6	39964263	3.7050008
cg12379307	6	123109789	ENSG00000172594	6	123120590	3.7050657
cg10574566	1	203377760	ENSG00000143842	1	204069553	3.7048247
cg05886087	2	102758186	ENSG00000233404	2	102510052	3.7048655
cg08312765	12	68814447	ENSG00000135678	12	69300663	-3.7045302
cg07637516	10	111974225	ENSG00000148700	10	111825724	-3.7045648
cg01616349	11	2596468	ENSG00000064201	11	2331328	-3.704353
cg19050266	7	150147735	ENSG00000196329	7	150433231	3.7044534
cg09467433	3	171283558	ENSG00000121858	3	172232297	3.7045995
cg17014345	6	29716138	ENSG00000204632	6	29796823	-3.7041186
cg24931713	8	1076763	ENSG00000104714	8	626426	-3.7041736
cg13218573	1	10011184	ENSG00000142583	1	9121851	3.7041433
cg00565558	7	6120348	ENSG00000136240	7	6504728	-3.7036282
cg03386509	8	27845946	ENSG00000120899	8	27242951	-3.7036708
cg25937565	11	2243012	ENSG00000110651	11	2408028	-3.7036832
cg18922542	7	70256003	ENSG00000158321	7	69660979	3.7038008
cg09685527	11	63753390	ENSG00000149743	11	63992498	3.7038027
cg07512361	7	101944382	ENSG00000160999	7	101945291	3.7039041
cg07521506	14	105871832	ENSG00000213145	14	105953969	-3.7035294
cg21275690	16	3072970	ENSG00000103145	16	3073454	-3.7032714
cg10671054	12	6456382	ENSG00000010278	12	6328153	-3.7032815
cg10511985	1	24053853	ENSG00000204219	1	23729393	-3.70338
cg00610692	2	74668072	ENSG00000114993	2	74661256	3.7035055
cg03327403	12	53298911	ENSG00000111057	12	53344670	-3.703073
cg21012874	10	88718393	ENSG00000233165	10	88727327	-3.7031493
cg20688791	1	154415062	ENSG00000198837	1	153910574	3.7032444
cg02677198	20	4670931	ENSG00000101236	20	3954148	3.7033192
cg24915592	13	110319578	ENSG00000236242	13	109835040	3.703374
cg18451310	22	42017183	ENSG00000205702	22	42538395	-3.7029458
cg25025992	15	78557584	ENSG00000140403	15	78565483	3.7030971
cg12195135	19	58919264	ENSG00000196724	19	58440006	-3.7026655
cg18398570	6	3387864	ENSG00000137266	6	3363226	3.7029917
cg00337440	8	27182074	ENSG00000104765	8	26301783	3.702995
cg09997532	4	11403999	ENSG00000002587	4	11413081	-3.7025703
cg07195224	1	159047034	ENSG00000163568	1	159074580	-3.7025772
cg17168103	7	99213754	ENSG00000166925	7	100068942	3.7026729
cg24859433	6	30720155	ENSG00000137404	6	30657510	3.7027998
cg17304531	3	197401591	ENSG00000174007	3	196436156	-3.7022332
cg02186444	17	73120977	ENSG00000182173	17	73516480	3.7025005
cg18632189	17	74845007	ENSG00000185262	17	74264329	3.7025124
cg13724706	9	108206805	ENSG00000165029	9	107616900	3.7022587
cg07123481	1	1101431	ENSG00000237094	1	385834	3.7022865
cg23806727	2	135017120	ENSG00000152127	2	135044873	-3.7019324
cg06897442	5	140620236	ENSG00000178913	5	140699193	-3.7019365
cg25201783	22	41215569	ENSG00000100412	22	41895061	3.7020213
cg00983705	6	16690986	ENSG00000124788	6	16530532	3.702185
cg06776898	15	73611079	ENSG00000159322	15	73060948	-3.7016236
cg11873112	19	48060294	ENSG00000105499	19	48582587	-3.7017494
cg06494642	16	67233861	ENSG00000125122	16	67250996	3.7018124
cg06323624	16	30642532	ENSG00000261690	16	29830937	-3.7014455
cg20767344	17	73074561	ENSG00000141540	17	72233904	-3.7015723
cg01611626	16	2565290	ENSG00000138834	16	1788251	-3.7012936
cg11309039	5	133702676	ENSG00000145833	5	134142646	3.7015516
cg19782686	4	124180616	ENSG00000164056	4	124321430	3.701269
cg26606327	7	98972104	ENSG00000106245	7	99011751	3.7012734
cg05891759	3	121711675	ENSG00000173200	3	122327171	-3.7008856
cg24882673	8	40625224	ENSG00000158669	8	41458613	-3.7009497
cg15690316	6	32096311	ENSG00000204301	6	32177232	3.7011922
cg26965639	7	142606734	ENSG00000211753	7	142428734	-3.700446
cg26530713	1	153928358	ENSG00000143570	1	153935881	-3.7005685
cg00933603	6	30882953	ENSG00000225851	6	31349958	3.7007024
cg14548527	8	1364518	ENSG00000104714	8	626426	3.700777
cg14508021	15	85987419	ENSG00000170776	15	86108194	-3.7002692
cg07827420	17	75371764	ENSG00000182534	17	74687865	3.7004263
cg18751958	19	1827450	ENSG00000133275	19	1961262	3.7005953
cg22632947	17	64787784	ENSG00000130935	17	65727298	-3.700132
cg23330450	6	31548285	ENSG00000232810	6	31544728	3.7003445
cg21973405	5	54826499	ENSG00000145649	5	54402278	3.700081
cg13771313	11	72533247	ENSG00000214530	11	72485493	3.7001549
cg16189953	18	76674571	ENSG00000060069	18	77477155	3.7001577
cg04221877	1	25257515	ENSG00000117643	1	26028328	-3.6997306
cg05045702	16	30616285	ENSG00000185905	16	29755555	3.6998313
cg06902929	6	32123258	ENSG00000196126	6	32552085	3.6999423
cg07607921	17	4047526	ENSG00000132382	17	4450559	3.6999826
cg06370650	1	201588279	ENSG00000232626	1	202408304	-3.6994163
cg14918548	2	101350221	ENSG00000204634	2	101746703	3.6996032
cg10879854	7	157873854	ENSG00000126870	7	158699353	3.6996891
cg14215105	1	153715530	ENSG00000160712	1	154409797	3.6996951
cg17516156	2	191207772	ENSG00000128641	2	192200013	-3.6993326
cg18663807	19	56133216	ENSG00000063245	19	56203908	3.6995255
cg25548316	11	2922764	ENSG00000254827	11	2916990	-3.6991464
cg03160378	21	44880700	ENSG00000160190	21	43958839	-3.6991775
cg00224671	9	133884336	ENSG00000107263	9	134533809	3.6992698
cg17794788	2	238767361	ENSG00000132329	2	238794146	3.6990918
cg20925462	3	111717758	ENSG00000091972	3	112066787	-3.6987295
cg02002586	6	31733846	ENSG00000221988	6	32126336	-3.6987626
cg07939231	6	30079403	ENSG00000235821	6	29718715	-3.6984723
cg09704885	8	57120783	ENSG00000181690	8	57098673	3.6986035
cg20437942	4	25868397	ENSG00000091490	4	25807218	3.6985382
cg21530174	5	151031796	ENSG00000132912	5	150113336	3.6985784
cg21610297	12	53857464	ENSG00000111057	12	53344670	-3.6981659
cg01734240	12	7941043	ENSG00000111669	12	6978197	-3.698184
cg00094518	7	130418549	ENSG00000158525	7	129996600	3.6983634
cg10729062	19	14049775	ENSG00000131355	19	14765384	3.6980163
cg01445100	16	88103291	ENSG00000172530	16	88046887	3.6980403
cg09715545	16	85196302	ENSG00000260417	16	85627599	3.6981632
cg19643314	1	205600634	ENSG00000162873	1	205315693	-3.6977081
cg04182483	10	121259610	ENSG00000236058	10	120631837	-3.6977146
cg00210856	5	158466178	ENSG00000145860	5	158610739	3.6979378
cg13300580	1	27440539	ENSG00000158062	1	26626336	-3.6975288
cg08720517	5	138729871	ENSG00000044115	5	138108689	-3.6973572
cg19744614	19	56321115	ENSG00000127903	19	57178585	-3.6973997
cg07724674	16	67465455	ENSG00000141098	16	67730879	3.697414
cg27582585	1	161069791	ENSG00000158869	1	161187756	3.6975572
cg26001125	22	24823050	ENSG00000128271	22	24826087	3.6975967
cg08470053	19	53605173	ENSG00000182986	19	53383994	3.6972458
cg24526899	14	54424149	ENSG00000125378	14	54420966	3.6972758
cg06889971	5	76384057	ENSG00000132846	5	76375522	-3.6968602
cg12473838	7	141438026	ENSG00000257743	7	141866836	3.6970619
cg11197202	11	76155647	ENSG00000078124	11	76654876	3.697193
cg25752272	11	61110059	ENSG00000167995	11	61725140	-3.696718
cg25951128	5	892713	ENSG00000260774	5	215703	-3.6964032
cg22548088	19	6271738	ENSG00000267427	19	6211441	3.6966028
cg06369076	1	21845928	ENSG00000158828	1	20968976	-3.6962052
cg04597393	8	142276533	ENSG00000261655	8	142364484	-3.6962605
cg21030400	19	2052516	ENSG00000064932	19	1140959	-3.6963225
cg01761758	17	76850277	ENSG00000171302	17	76996874	3.6965516
cg00259834	3	16553499	ENSG00000154822	3	16988122	3.6962634
cg06399905	4	80604140	ENSG00000163291	4	79834436	3.6962812
cg03219657	11	64981077	ENSG00000173825	11	65123661	3.6963851
cg01617317	11	59824110	ENSG00000156738	11	60230729	-3.6958442
cg23606775	1	9790568	ENSG00000142583	1	9121851	-3.6958595
cg27122888	11	64379586	ENSG00000254614	11	64947191	-3.6958938
cg22765426	6	30483837	ENSG00000206344	6	31168641	3.6961325
cg12738981	1	155828309	ENSG00000160783	1	156197829	3.6961551
cg12053291	12	125282342	ENSG00000073060	12	125314308	3.6958673
cg22598669	19	51186930	ENSG00000105472	19	51227780	3.6959532
cg26247093	7	2773764	ENSG00000146535	7	2825852	-3.6954754
cg20954870	5	173070206	ENSG00000113742	5	173352131	-3.695489
cg03770548	14	23525040	ENSG00000211829	14	22933351	3.6956744
cg25271976	2	9894165	ENSG00000134308	2	9747622	3.6957574
cg12479660	3	50304186	ENSG00000003756	3	50141397	-3.6953356
cg20169521	2	202563539	ENSG00000115993	2	202279116	-3.6953865
cg22896075	17	38518413	ENSG00000171475	17	38407972	3.6954078
cg08465774	8	39771756	ENSG00000131203	8	39772878	3.6955197
cg21181453	9	130700906	ENSG00000167094	9	130486112	-3.6951105
cg14640865	7	100730530	ENSG00000106327	7	100229220	-3.695121
cg07740599	16	524809	ENSG00000007516	16	1391520	3.6953242
cg04574090	11	74178749	ENSG00000021300	11	73365543	3.6953607
cg19542131	5	112769141	ENSG00000172795	5	112334533	-3.6949815
cg13657981	7	134558080	ENSG00000085662	7	134135569	3.6950302
cg07485554	2	23702285	ENSG00000119771	2	23769784	-3.6946733
cg14729961	19	16664448	ENSG00000267453	19	15969268	-3.6947109
cg25565850	2	220424805	ENSG00000144567	2	220045574	3.694814
cg02911387	7	101723207	ENSG00000230257	7	102621636	3.6949686
cg14577211	12	48744409	ENSG00000134287	12	49324310	-3.6944288
cg10667484	6	31597112	ENSG00000204475	6	31558717	-3.6945301
cg13692655	9	130713088	ENSG00000167106	9	130722825	3.6946735
cg10123514	6	32904061	ENSG00000221988	6	32126336	3.6946946
cg14468055	9	136003437	ENSG00000160271	9	136006204	3.6947163
cg13690543	6	31587680	ENSG00000204482	6	31555293	3.6947516
cg05850280	9	140056489	ENSG00000148362	9	139887653	-3.6942333
cg01927825	1	2121676	ENSG00000182873	1	2114530	-3.6942802
cg24225360	4	15471651	ENSG00000169762	4	16195580	-3.6940755
cg16334524	21	44898075	ENSG00000160221	21	45559546	-3.6940842
cg26311932	6	31549563	ENSG00000234745	6	31323307	-3.6940949
cg00072675	1	56942580	ENSG00000162407	1	57035696	-3.6940985
cg12510221	21	45678089	ENSG00000183255	21	46281626	-3.69419
cg07315969	6	31474212	ENSG00000204435	6	31635566	3.6942894
cg20017123	6	2763919	ENSG00000124535	6	2776417	3.6943345
cg03883348	19	45843826	ENSG00000125743	19	46193269	3.6943699
cg03143046	6	43758007	ENSG00000112759	6	44194565	-3.69385
cg08087047	17	72461209	ENSG00000196169	17	72337154	-3.6938992
cg16710042	2	165760677	ENSG00000082438	2	165605161	-3.6934303
cg25994146	19	51897576	ENSG00000256683	19	52478852	-3.69352
cg13695498	4	169553032	ENSG00000129116	4	169633912	3.6937009
cg01841651	7	105671968	ENSG00000128536	7	105597059	-3.6932323
cg22640868	17	26661374	ENSG00000109103	17	26876705	-3.6932325
cg14503291	17	47838533	ENSG00000121104	17	47827118	3.6935415
cg11964810	1	1478122	ENSG00000160075	1	1493651	-3.6931574
cg01654638	11	64764395	ENSG00000172500	11	65653611	-3.6931813
cg09976984	6	27182895	ENSG00000158406	6	26283522	-3.6931856
cg20271330	1	204338467	ENSG00000162873	1	205315693	-3.6928214
cg05080371	16	88387274	ENSG00000140948	16	87482751	-3.6929842
cg00876127	16	56554313	ENSG00000125124	16	56527471	3.6930873
cg01381586	2	10587579	ENSG00000134308	2	9747622	-3.692714
cg01282906	19	37566238	ENSG00000245680	19	37690768	-3.692777
cg16056219	14	75043777	ENSG00000119655	14	74951887	-3.6927849
cg10436877	7	150924351	ENSG00000196329	7	150433231	3.69282
cg00627029	17	72322791	ENSG00000196169	17	72337154	3.6926141
cg17221941	1	10730684	ENSG00000171603	1	9836834	3.6926588
cg00061635	17	8311836	ENSG00000182224	17	7763332	-3.6922431
cg17180284	13	31783983	ENSG00000120694	13	31723643	-3.6923545
cg08939052	1	59491842	ENSG00000177606	1	59248125	-3.6923941
cg03791074	7	1117804	ENSG00000225981	7	1501608	3.6922699
cg27151174	16	30367227	ENSG00000089280	16	31197279	3.692288
cg07906726	6	159457347	ENSG00000112096	6	160141828	3.6921277
cg21494069	7	139045423	ENSG00000105939	7	138761365	-3.691626
cg16025584	9	139887217	ENSG00000148362	9	139887653	-3.6915859
cg22947322	17	47091978	ENSG00000173917	17	46620848	3.6916295
cg26922854	6	134839095	ENSG00000118513	6	135521382	3.6916728
cg16759745	2	242740741	ENSG00000180902	2	242691112	3.6916996
cg19770671	2	145753945	ENSG00000169554	2	145213857	-3.6912392
cg09535526	16	88558017	ENSG00000261253	16	89389529	-3.6912861
cg09580922	17	76371358	ENSG00000171302	17	76996874	3.691418
cg09150519	12	57566947	ENSG00000178498	12	58000996	3.6914877
cg09064070	2	7057197	ENSG00000151692	2	7132970	3.6915736
cg14375786	9	139757366	ENSG00000107317	9	139875921	3.6915844
cg04282125	14	23912113	ENSG00000139890	14	23354634	-3.6910399
cg07134666	6	29648400	ENSG00000204642	6	29698428	-3.6910983
cg20720118	6	29523976	ENSG00000204592	6	30459613	-3.6911956
cg07588109	1	156024431	ENSG00000143622	1	155874397	3.6912059
cg13604523	10	104405343	ENSG00000107954	10	105303022	3.6913389
cg12049550	1	65035261	ENSG00000162434	1	65365549	3.6913892
cg21453831	1	228644997	ENSG00000181218	1	228645312	3.6910395
cg18659586	17	7017426	ENSG00000161944	17	7011830	3.6911137
cg12548348	17	43484448	ENSG00000263503	17	43678970	-3.6906155
cg07915117	1	32421131	ENSG00000182866	1	32734303	-3.6906737
cg16507955	6	30455798	ENSG00000206337	6	31406881	-3.6907284
cg19978674	4	57523778	ENSG00000171476	4	57531110	-3.6905279
cg23384708	6	31544934	ENSG00000226979	6	31540966	-3.6905828
cg11154715	12	52292226	ENSG00000167768	12	53071355	3.6907104
cg14166520	6	31532351	ENSG00000204389	6	31784504	3.6907678
cg03600823	6	33170129	ENSG00000223865	6	33049340	-3.6903282
cg20424335	12	58119543	ENSG00000257499	12	58118496	-3.6903529
cg04296289	1	67191483	ENSG00000116704	1	67492398	-3.6903928
cg01739831	16	89922539	ENSG00000140995	16	90024400	-3.6901581
cg00630583	12	133264314	ENSG00000177192	12	132421075	3.6902151
cg21589115	19	49867114	ENSG00000063127	19	49810688	3.6900105
cg07824081	16	30124856	ENSG00000103496	16	31049253	3.690119
cg08232160	16	30684989	ENSG00000149925	16	30073094	-3.6896187
cg21614107	19	1633025	ENSG00000071564	19	1630947	3.6898616
cg08643824	11	58294523	ENSG00000198561	11	57553866	3.6899418
cg00707406	5	140167572	ENSG00000240184	5	140874061	3.6899912
cg26894575	1	153518006	ENSG00000196154	1	153519350	-3.6894452
cg11468148	10	670767	ENSG00000151240	10	527906	-3.6895892
cg18259504	14	51000058	ENSG00000198513	14	51049506	-3.6893775
cg07716847	16	67233549	ENSG00000125122	16	67250996	3.6894411
cg07708487	16	89387014	ENSG00000261253	16	89389529	3.68936
cg19288752	2	242626488	ENSG00000228989	2	242631766	-3.6888525
cg08210681	11	130026650	ENSG00000196323	11	130140576	-3.6889066
cg11779808	8	2586177	ENSG00000253982	8	1711412	-3.6885223
cg04508804	3	45077765	ENSG00000225873	3	44464059	3.6886118
cg19184160	6	144611837	ENSG00000001036	6	143824720	3.6886846
cg00768741	1	22210743	ENSG00000142798	1	22206264	3.6887536
cg01414407	1	15495100	ENSG00000189337	1	15184869	-3.6882066
